chain_id,record_id,stage,domain,metric,window_start_ps,window_end_ps,aggregation,value,unit,criterion_id,criterion_status,verdict,evidence_file,reviewer
screen_L1P1x2_rho1200_clean_20260807,screen_L1P1x2_rho1200_clean_20260807:nvt:001,nvt,physical,temperature_last_two_block_diff,50,100,absolute_difference,0.730764272727,K,SCR010,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1200_clean_20260807/equilibration/extensions/npt_ext001/base_snapshot/equilibration_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1200_clean_20260807,screen_L1P1x2_rho1200_clean_20260807:nvt:001,nvt,physical,temperature_mean,50,100,mean,297.821315412,K,SCR003,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1200_clean_20260807/equilibration/extensions/npt_ext001/base_snapshot/equilibration_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1200_clean_20260807,screen_L1P1x2_rho1200_clean_20260807:npt:001,npt,physical,absolute_temperature_slope_per_ns,500,1000,absolute_slope,0.40519932018,K_per_ns,SCR011,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1200_clean_20260807/equilibration/extensions/npt_ext001/base_snapshot/equilibration_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1200_clean_20260807,screen_L1P1x2_rho1200_clean_20260807:npt:001,npt,physical,density_first_vs_second_250ps_diff_percent,500,1000,symmetric_difference,0.109466856062,percent,OBS001,PROVISIONAL_EXPLORATORY,NOT_EVALUATED,04_Runs/screen_L1P1x2_rho1200_clean_20260807/equilibration/extensions/npt_ext001/base_snapshot/equilibration_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1200_clean_20260807,screen_L1P1x2_rho1200_clean_20260807:npt:001,npt,physical,density_last_two_block_diff_percent,500,1000,symmetric_difference,0.484027662816,percent,SCR007,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1200_clean_20260807/equilibration/extensions/npt_ext001/base_snapshot/equilibration_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1200_clean_20260807,screen_L1P1x2_rho1200_clean_20260807:npt:001,npt,physical,density_max_adjacent_block_diff_percent,500,1000,max_symmetric_difference,0.484027662816,percent,SCR008,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1200_clean_20260807/equilibration/extensions/npt_ext001/base_snapshot/equilibration_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1200_clean_20260807,screen_L1P1x2_rho1200_clean_20260807:npt:001,npt,physical,density_mean,500,1000,mean,1501.67771659,kg_m3,OBS005,PROVISIONAL_EXPLORATORY,NOT_EVALUATED,04_Runs/screen_L1P1x2_rho1200_clean_20260807/equilibration/extensions/npt_ext001/base_snapshot/equilibration_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1200_clean_20260807,screen_L1P1x2_rho1200_clean_20260807:npt:001,npt,physical,density_slope_percent_per_ns,500,1000,slope,0.526631010028,percent_per_ns,SCR006,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1200_clean_20260807/equilibration/extensions/npt_ext001/base_snapshot/equilibration_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1200_clean_20260807,screen_L1P1x2_rho1200_clean_20260807:npt:001,npt,technical,grompp_warnings,,,count,0,count,TECH001,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1200_clean_20260807/equilibration/grompp_npt.log,consolidate_equilibration_registry.py
screen_L1P1x2_rho1200_clean_20260807,screen_L1P1x2_rho1200_clean_20260807:npt:001,npt,physical,max_adjacent_volume_jump_percent,0,1000,max_relative_jump,1.86028148479,percent,SCR005,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1200_clean_20260807/equilibration/extensions/npt_ext001/base_snapshot/equilibration_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1200_clean_20260807,screen_L1P1x2_rho1200_clean_20260807:npt:001,npt,physical,npt_min_box_over_2rlist,0,1000,min,1.24864708333,ratio,SCR002,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1200_clean_20260807/equilibration/extensions/npt_ext001/base_snapshot/equilibration_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1200_clean_20260807,screen_L1P1x2_rho1200_clean_20260807:npt:001,npt,physical,screen_hard_fail_reason_count,500,1000,count,0,count,DEC001,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1200_clean_20260807/equilibration/extensions/npt_ext001/base_snapshot/equilibration_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1200_clean_20260807,screen_L1P1x2_rho1200_clean_20260807:npt:001,npt,physical,screen_verdict,500,1000,decision,SCREEN_EXTEND,status,DEC002,PROVISIONAL_EXPLORATORY,SCREEN_EXTEND,04_Runs/screen_L1P1x2_rho1200_clean_20260807/equilibration/extensions/npt_ext001/base_snapshot/equilibration_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1200_clean_20260807,screen_L1P1x2_rho1200_clean_20260807:npt:001,npt,technical,stage_duration,0,1000,range,1000,ps,TECH006,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1200_clean_20260807/equilibration/extensions/npt_ext001/base_snapshot/equilibration_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1200_clean_20260807,screen_L1P1x2_rho1200_clean_20260807:npt:001,npt,physical,temperature_mean,500,1000,mean,298.494340609,K,SCR004,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1200_clean_20260807/equilibration/extensions/npt_ext001/base_snapshot/equilibration_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1200_clean_20260807,screen_L1P1x2_rho1200_clean_20260807:npt:002,npt,physical,absolute_temperature_slope_per_ns,2000,3000,absolute_slope,0.127360677682,K_per_ns,EXT3NS003,PROVISIONAL_3NS_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1200_clean_20260807/equilibration/extensions/npt_ext001/extension_analysis.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1200_clean_20260807,screen_L1P1x2_rho1200_clean_20260807:npt:002,npt,physical,density_1_2ns_vs_2_3ns_diff_percent,1000,3000,symmetric_difference,0.221063822044,percent,EXT3NS008,PROVISIONAL_3NS_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1200_clean_20260807/equilibration/extensions/npt_ext001/extension_analysis.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1200_clean_20260807,screen_L1P1x2_rho1200_clean_20260807:npt:002,npt,physical,density_first_vs_second_500ps_diff_percent,2000,3000,symmetric_difference,0.19426584829,percent,EXT3NS007,PROVISIONAL_3NS_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1200_clean_20260807/equilibration/extensions/npt_ext001/extension_analysis.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1200_clean_20260807,screen_L1P1x2_rho1200_clean_20260807:npt:002,npt,physical,density_last_two_block_diff_percent,2000,3000,symmetric_difference,0.0450542494724,percent,EXT3NS005,PROVISIONAL_3NS_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1200_clean_20260807/equilibration/extensions/npt_ext001/extension_analysis.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1200_clean_20260807,screen_L1P1x2_rho1200_clean_20260807:npt:002,npt,physical,density_max_adjacent_block_diff_percent,2000,3000,max_symmetric_difference,0.425460667695,percent,EXT3NS006,PROVISIONAL_3NS_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1200_clean_20260807/equilibration/extensions/npt_ext001/extension_analysis.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1200_clean_20260807,screen_L1P1x2_rho1200_clean_20260807:npt:002,npt,physical,density_mean,2000,3000,mean,1524.38784945,kg_m3,OBS3NS001,PROVISIONAL_3NS_EXPLORATORY,NOT_EVALUATED,04_Runs/screen_L1P1x2_rho1200_clean_20260807/equilibration/extensions/npt_ext001/extension_analysis.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1200_clean_20260807,screen_L1P1x2_rho1200_clean_20260807:npt:002,npt,physical,density_slope_percent_per_ns,2000,3000,slope,0.373141154823,percent_per_ns,EXT3NS004,PROVISIONAL_3NS_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1200_clean_20260807/equilibration/extensions/npt_ext001/extension_analysis.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1200_clean_20260807,screen_L1P1x2_rho1200_clean_20260807:npt:002,npt,technical,fatal_error,1000,3000,count,0,count,TECH002,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1200_clean_20260807/equilibration/extensions/npt_ext001/extension_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1200_clean_20260807,screen_L1P1x2_rho1200_clean_20260807:npt:002,npt,technical,lincs_warning,1000,3000,count,0,count,TECH004,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1200_clean_20260807/equilibration/extensions/npt_ext001/extension_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1200_clean_20260807,screen_L1P1x2_rho1200_clean_20260807:npt:002,npt,physical,max_adjacent_volume_jump_percent,0,3000,max_relative_jump,1.94077418122,percent,EXT3NS009,PROVISIONAL_3NS_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1200_clean_20260807/equilibration/extensions/npt_ext001/extension_analysis.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1200_clean_20260807,screen_L1P1x2_rho1200_clean_20260807:npt:002,npt,technical,nan_count,1000,3000,count,0,count,TECH003,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1200_clean_20260807/equilibration/extensions/npt_ext001/extension_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1200_clean_20260807,screen_L1P1x2_rho1200_clean_20260807:npt:002,npt,physical,npt_min_box_over_2rlist,0,3000,min,1.24194416667,ratio,EXT3NS001,PROVISIONAL_3NS_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1200_clean_20260807/equilibration/extensions/npt_ext001/extension_analysis.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1200_clean_20260807,screen_L1P1x2_rho1200_clean_20260807:npt:002,npt,technical,segmentation_fault,1000,3000,count,0,count,TECH005,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1200_clean_20260807/equilibration/extensions/npt_ext001/extension_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1200_clean_20260807,screen_L1P1x2_rho1200_clean_20260807:npt:002,npt,technical,stage_duration,1000,3000,range,2000,ps,TECH006,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1200_clean_20260807/equilibration/extensions/npt_ext001/extension_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1200_clean_20260807,screen_L1P1x2_rho1200_clean_20260807:npt:002,npt,physical,temperature_mean,2000,3000,mean,298.157643473,K,EXT3NS002,PROVISIONAL_3NS_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1200_clean_20260807/equilibration/extensions/npt_ext001/extension_analysis.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1200_clean_20260807,screen_L1P1x2_rho1200_clean_20260807:npt:002,npt,physical,three_ns_exploratory_verdict,0,3000,decision,THREE_NS_STATIONARITY_CANDIDATE,status,DEC3NS003,PROVISIONAL_3NS_EXPLORATORY,THREE_NS_STATIONARITY_CANDIDATE,04_Runs/screen_L1P1x2_rho1200_clean_20260807/equilibration/extensions/npt_ext001/extension_analysis.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1200_clean_20260807,screen_L1P1x2_rho1200_clean_20260807:npt:002,npt,physical,three_ns_hard_fail_reason_count,0,3000,count,0,count,DEC3NS001,PROVISIONAL_3NS_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1200_clean_20260807/equilibration/extensions/npt_ext001/extension_analysis.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1200_clean_20260807,screen_L1P1x2_rho1200_clean_20260807:npt:002,npt,physical,three_ns_review_reason_count,0,3000,count,0,count,DEC3NS002,PROVISIONAL_3NS_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1200_clean_20260807/equilibration/extensions/npt_ext001/extension_analysis.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1200_clean_20260807,screen_L1P1x2_rho1200_clean_20260807:npt:001,all,technical,fatal_error,,,count,0,count,TECH002,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1200_clean_20260807/equilibration/extensions/npt_ext001/base_snapshot/equilibration_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1200_clean_20260807,screen_L1P1x2_rho1200_clean_20260807:npt:001,all,technical,lincs_warning,,,count,0,count,TECH004,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1200_clean_20260807/equilibration/extensions/npt_ext001/base_snapshot/equilibration_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1200_clean_20260807,screen_L1P1x2_rho1200_clean_20260807:npt:001,all,technical,nan_count,,,count,0,count,TECH003,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1200_clean_20260807/equilibration/extensions/npt_ext001/base_snapshot/equilibration_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1200_clean_20260807,screen_L1P1x2_rho1200_clean_20260807:npt:001,all,technical,segmentation_fault,,,count,0,count,TECH005,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1200_clean_20260807/equilibration/extensions/npt_ext001/base_snapshot/equilibration_metrics.json,consolidate_equilibration_registry.py
